Fournisseur;Document d'achat;Poste;Article;Nº d'appel;Date livraison;QTE;Date de transmission appel;Dernière date EM;Statut livraison;Quantité corrigée;Différence jours
100630;9500002363;180;0204N30620;979;2024-11-25;19200;2024-11-27;2024-11-20;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;180;0204N30620;984;2024-12-02;9600;2024-12-04;2024-11-27;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;20;0204204526;3505;2024-03-04;32000;2024-03-06;2024-02-06;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;20;0204204526;3535;2024-04-15;32000;2024-04-17;2024-03-06;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;20;0204204526;3540;2024-04-22;32000;2024-04-24;2024-04-17;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;20;0204204526;3546;2024-04-23;32000;2024-05-02;2024-04-24;Livraison en retard de 9 jours;0.0;9.0
100630;9500002363;20;0204204526;3669;2024-10-21;32000;2024-10-22;2024-05-02;Livraison en retard de 1 jours;0.0;1.0
100630;9500002363;200;0204N32226;714;2024-01-08;3024;2024-01-17;2024-01-03;Livraison en retard de 9 jours;9216.0;9.0
100630;9500002363;200;0204N32226;714;2024-01-15;5760;2024-01-17;2024-01-03;Livraison en retard de 2 jours;6480.0;2.0
100630;9500002363;200;0204N32226;739;2024-02-26;5760;2024-02-21;2024-01-17;Livraison en avance de 5 jours;0.0;-5.0
100630;9500002363;200;0204N32226;754;2024-03-18;5760;2024-03-13;2024-02-21;Livraison en avance de 5 jours;0.0;-5.0
100630;9500002363;200;0204N32226;759;2024-03-25;5760;2024-03-20;2024-03-13;Livraison en avance de 5 jours;0.0;-5.0
100630;9500002363;200;0204N32226;779;2024-04-15;5760;2024-04-17;2024-03-20;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;200;0204N32226;784;2024-04-22;5760;2024-04-24;2024-04-17;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;200;0204N32226;799;2024-05-13;5760;2024-05-15;2024-04-24;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;200;0204N32226;814;2024-06-03;5760;2024-06-05;2024-05-15;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;200;0204N32226;824;2024-06-17;5760;2024-06-19;2024-06-05;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;200;0204N32226;844;2024-07-01;2880;2024-07-17;2024-07-03;Livraison en retard de 16 jours;0.0;16.0
100630;9500002363;200;0204N32226;889;2024-09-16;5760;2024-09-18;2024-07-17;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;200;0204N32226;899;2024-09-30;5760;2024-10-02;2024-09-18;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;200;0204N32226;918;2024-10-28;5760;2024-10-29;2024-10-02;Livraison en retard de 1 jours;0.0;1.0
100630;9500002363;200;0204N32226;944;2024-12-02;5760;2024-12-04;2024-10-29;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;200;0204N32226;954;2024-12-16;5760;2024-12-18;2024-12-04;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;210;0204N32227;725;2024-01-15;3168;2024-02-01;2024-01-24;Livraison en retard de 17 jours;8352.0;17.0
100630;9500002363;210;0204N32227;725;2024-01-22;5760;2024-02-01;2024-01-24;Livraison en retard de 10 jours;5760.0;10.0
100630;9500002363;210;0204N32227;739;2024-02-26;5760;2024-02-21;2024-02-01;Livraison en avance de 5 jours;0.0;-5.0
100630;9500002363;210;0204N32227;754;2024-03-11;5760;2024-03-13;2024-02-21;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;210;0204N32227;754;2024-03-18;5760;2024-03-13;2024-02-21;Livraison en avance de 5 jours;0.0;-5.0
100630;9500002363;210;0204N32227;762;2024-04-08;0;2024-03-25;2024-03-13;Livraison en retard de 9 jours;5760.0;9.0
100630;9500002363;210;0204N32227;779;2024-04-15;5760;2024-04-17;2024-03-13;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;210;0204N32227;784;2024-04-22;11520;2024-04-24;2024-04-17;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;210;0204N32227;809;2024-05-27;5760;2024-05-29;2024-04-24;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;210;0204N32227;814;2024-06-03;5760;2024-06-05;2024-05-29;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;210;0204N32227;829;2024-06-24;5760;2024-06-26;2024-06-05;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;210;0204N32227;879;2024-09-02;5760;2024-09-04;2024-06-26;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;210;0204N32227;889;2024-09-16;5760;2024-09-18;2024-09-04;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;210;0204N32227;904;2024-10-07;3888;2024-10-09;2024-09-18;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;210;0204N32227;929;2024-11-08;5760;2024-11-13;2024-10-09;Livraison en retard de 5 jours;0.0;5.0
100630;9500002363;210;0204N32227;949;2024-12-09;5760;2024-12-11;2024-11-13;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;210;0204N32227;954;2024-12-16;5760;2024-12-18;2024-12-11;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;30;0204204527;3505;2024-03-04;32000;2024-03-06;2024-01-24;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;30;0204204527;3589;2024-06-17;32000;2024-07-02;2024-03-06;Livraison en retard de 15 jours;0.0;15.0
100630;9500002363;30;0204204527;3604;2024-07-22;32000;2024-07-23;2024-07-02;Livraison en retard de 1 jours;0.0;1.0
100630;9500002363;30;0204204527;3645;2024-09-09;32000;2024-09-18;2024-07-23;Livraison en retard de 9 jours;0.0;9.0
100630;9500002363;30;0204204527;3690;2024-11-18;32000;2024-11-20;2024-09-18;Livraison en retard de 2 jours;0.0;2.0
100630;9500002363;70;0204749204;3058;2024-03-11;4560;2024-03-19;2024-03-13;Livraison en retard de 8 jours;0.0;8.0
100630;9500002363;80;0204749205;3119;2024-04-22;6960;2024-04-25;2024-04-24;Livraison en retard de 3 jours;0.0;3.0
100630;9500002363;80;0204749205;3260;2024-10-21;0;2024-11-08;2024-04-25;Quantité non trouvée;0.0;
100630;9500002363;80;0204749205;3277;2024-12-06;0;2024-12-03;2024-04-25;Quantité non trouvée;0.0;
114032;5500006069;2010;0204773883;1209;2023-12-07;12960;2023-12-06;2023-11-28;Date EM absente;;
114032;5500006069;2010;0204773883;1233;2023-12-14;77760;2024-01-09;2023-12-18;Date EM absente;;
114032;5500006069;2010;0204773883;1238;2024-01-04;38880;2024-01-16;2024-01-09;Livraison en retard de 162 jours;38880.0;162.0
114032;5500006069;2010;0204773883;1249;2024-01-11;12960;2024-01-31;2024-01-16;Date EM absente;;
114032;5500006069;2010;0204773883;1249;2024-01-18;25920;2024-01-31;2024-01-16;Date EM absente;;
114032;5500006069;2010;0204773883;1253;2024-01-25;38880;2024-02-06;2024-01-31;Date EM absente;;
114032;5500006069;2010;0204773883;1258;2024-02-01;25920;2024-02-13;2024-02-06;Date EM absente;;
114032;5500006069;2010;0204773883;1262;2024-02-08;38880;2024-02-19;2024-02-13;Date EM absente;;
114032;5500006069;2010;0204773883;1262;2024-02-15;38880;2024-02-19;2024-02-13;Date EM absente;;
114032;5500006069;2010;0204773883;1269;2024-02-22;38880;2024-03-05;2024-02-20;Date EM absente;;
114032;5500006069;2010;0204773883;1275;2024-02-29;6480;2024-03-13;2024-03-06;Date EM absente;;
114032;5500006069;2010;0204773883;1281;2024-03-07;6480;2024-03-21;2024-03-19;Date EM absente;;
114032;5500006069;2010;0204773883;1284;2024-03-14;19440;2024-03-26;2024-03-22;Date EM absente;;
114032;5500006069;2010;0204773883;1284;2024-03-21;38880;2024-03-26;2024-03-22;Date EM absente;;
114032;5500006069;2010;0204773883;1291;2024-03-27;51840;2024-04-04;2024-03-26;Date EM absente;;
114032;5500006069;2010;0204773883;1302;2024-04-04;32400;2024-04-19;2024-04-04;Date EM absente;;
114032;5500006069;2010;0204773883;1309;2024-04-11;12960;2024-04-30;2024-04-19;Date EM absente;;
114032;5500006069;2010;0204773883;1309;2024-04-18;38880;2024-04-30;2024-04-19;Date EM absente;;
114032;5500006069;2010;0204773883;1313;2024-04-25;12960;2024-05-06;2024-04-30;Date EM absente;;
114032;5500006069;2010;0204773883;1318;2024-05-02;25920;2024-05-13;2024-05-06;Date EM absente;;
114032;5500006069;2010;0204773883;1318;2024-05-07;38880;2024-05-13;2024-05-06;Date EM absente;;
114032;5500006069;2010;0204773883;1325;2024-05-15;38880;2024-05-22;2024-05-13;Date EM absente;;
114032;5500006069;2010;0204773883;1329;2024-05-23;38880;2024-05-28;2024-05-22;Date EM absente;;
114032;5500006069;2010;0204773883;1329;2024-05-30;38880;2024-05-28;2024-05-22;Date EM absente;;
114032;5500006069;2010;0204773883;1342;2024-06-06;38880;2024-06-14;2024-05-28;Date EM absente;;
114032;5500006069;2010;0204773883;1342;2024-06-13;25920;2024-06-14;2024-05-28;Date EM absente;;
114032;5500006069;2010;0204773883;1353;2024-06-20;38880;2024-07-01;2024-06-14;Livraison en retard de 11 jours;0.0;11.0
114032;5500006069;2010;0204773883;1354;2024-06-27;38880;2024-07-02;2024-07-01;Livraison en retard de 5 jours;0.0;5.0
114032;5500006069;2010;0204773883;1374;2024-07-04;19440;2024-07-30;2024-07-09;Livraison en retard de 26 jours;25920.0;26.0
114032;5500006069;2010;0204773883;1374;2024-07-11;25920;2024-07-30;2024-07-09;Livraison en retard de 19 jours;19440.0;19.0
114032;5500006069;2010;0204773883;1391;2024-07-25;51840;2024-08-22;2024-07-30;Livraison en retard de 28 jours;0.0;28.0
114032;5500006069;2010;0204773883;1393;2024-08-14;38880;2024-08-26;2024-08-22;Livraison en retard de 12 jours;0.0;12.0
114032;5500006069;2010;0204773883;1394;2024-08-22;25920;2024-08-27;2024-08-26;Livraison en retard de 5 jours;0.0;5.0
114032;5500006069;2010;0204773883;1400;2024-08-29;38880;2024-09-04;2024-08-27;Livraison en retard de 6 jours;0.0;6.0
114032;5500006069;2010;0204773883;1407;2024-09-05;38880;2024-09-13;2024-09-04;Livraison en retard de 8 jours;0.0;8.0
114032;5500006069;2010;0204773883;1412;2024-09-12;51840;2024-09-20;2024-09-13;Livraison en retard de 8 jours;0.0;8.0
114032;5500006069;2010;0204773883;1414;2024-09-19;51840;2024-09-24;2024-09-20;Livraison en retard de 5 jours;0.0;5.0
114032;5500006069;2010;0204773883;1418;2024-09-26;38880;2024-09-30;2024-09-24;Livraison en retard de 4 jours;0.0;4.0
114032;5500006069;2010;0204773883;1422;2024-10-03;38880;2024-10-04;2024-09-30;Livraison en retard de 1 jours;0.0;1.0
114032;5500006069;2010;0204773883;1428;2024-10-10;25920;2024-10-14;2024-10-04;Livraison en retard de 4 jours;0.0;4.0
114032;5500006069;2010;0204773883;1440;2024-10-17;25920;2024-10-30;2024-10-14;Livraison en retard de 13 jours;38880.0;13.0
114032;5500006069;2010;0204773883;1440;2024-10-24;38880;2024-10-30;2024-10-14;Livraison en retard de 6 jours;25920.0;6.0
114032;5500006069;2010;0204773883;1449;2024-10-30;25920;2024-11-12;2024-10-30;Livraison en retard de 13 jours;0.0;13.0
114032;5500006069;2010;0204773883;1454;2024-11-06;32400;2024-11-19;2024-11-13;Livraison en retard de 13 jours;51840.0;13.0
114032;5500006069;2010;0204773883;1454;2024-11-14;51840;2024-11-19;2024-11-13;Livraison en retard de 5 jours;32400.0;5.0
114032;5500006069;2010;0204773883;1459;2024-11-21;38880;2024-11-26;2024-11-19;Livraison en retard de 5 jours;0.0;5.0
114032;5500006069;2010;0204773883;1464;2024-11-28;38880;2024-12-03;2024-11-26;Livraison en retard de 5 jours;0.0;5.0
114032;5500006069;2010;0204773883;1474;2024-12-12;51840;2024-12-17;2024-12-03;Livraison en retard de 5 jours;0.0;5.0
SUP042072;5500040367;10;0204L72539;836;2024-01-09;2100;2024-01-09;2023-12-19;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;841;2024-01-16;6300;2024-01-16;2024-01-09;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;846;2024-01-23;21000;2024-01-23;2024-01-16;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;851;2024-01-30;14700;2024-01-30;2024-01-23;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;856;2024-02-06;18900;2024-02-06;2024-01-30;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;861;2024-02-13;23100;2024-02-13;2024-02-06;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;865;2024-02-20;14700;2024-02-19;2024-02-13;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;868;2024-02-27;31500;2024-02-27;2024-02-20;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;872;2024-03-05;21000;2024-03-04;2024-02-27;Livraison en avance de 1 jours;0.0;-1.0
SUP042072;5500040367;10;0204L72539;878;2024-03-12;8400;2024-03-12;2024-03-04;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;883;2024-03-19;10500;2024-03-19;2024-03-12;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;888;2024-03-26;16800;2024-03-26;2024-03-19;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;894;2024-04-02;18900;2024-04-03;2024-03-26;Livraison en retard de 1 jours;0.0;1.0
SUP042072;5500040367;10;0204L72539;898;2024-04-09;25200;2024-04-09;2024-04-03;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;903;2024-04-18;10500;2024-04-16;2024-04-09;Livraison en avance de 2 jours;0.0;-2.0
SUP042072;5500040367;10;0204L72539;908;2024-04-23;21000;2024-04-23;2024-04-16;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;913;2024-04-30;8400;2024-04-30;2024-04-23;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;924;2024-05-14;31500;2024-05-15;2024-04-30;Livraison en retard de 1 jours;0.0;1.0
SUP042072;5500040367;10;0204L72539;928;2024-05-21;14700;2024-05-21;2024-05-15;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;933;2024-05-28;4200;2024-05-28;2024-05-21;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;945;2024-06-11;35700;2024-06-13;2024-05-28;Livraison en retard de 2 jours;0.0;2.0
SUP042072;5500040367;10;0204L72539;948;2024-06-18;21000;2024-06-18;2024-06-13;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;953;2024-06-25;12600;2024-06-25;2024-06-18;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;958;2024-07-02;16800;2024-07-02;2024-06-25;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;963;2024-07-09;18900;2024-07-09;2024-07-02;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;968;2024-07-16;2100;2024-07-16;2024-07-09;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;973;2024-07-23;10500;2024-07-23;2024-07-16;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;992;2024-07-30;8400;2024-08-19;2024-07-30;Livraison en retard de 20 jours;0.0;20.0
SUP042072;5500040367;10;0204L72539;992;2024-08-20;18900;2024-08-19;2024-07-30;Livraison en avance de 1 jours;8400.0;-1.0
SUP042072;5500040367;10;0204L72539;998;2024-08-27;14700;2024-08-27;2024-08-19;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;1003;2024-09-03;16800;2024-09-03;2024-08-27;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;1008;2024-09-10;14700;2024-09-10;2024-09-03;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;1013;2024-09-17;18900;2024-09-17;2024-09-10;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;1018;2024-09-24;10500;2024-09-24;2024-09-17;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;1022;2024-10-01;12600;2024-09-30;2024-09-24;Livraison en avance de 1 jours;0.0;-1.0
SUP042072;5500040367;10;0204L72539;1028;2024-10-08;21000;2024-10-08;2024-09-30;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;1032;2024-10-15;12600;2024-10-14;2024-10-08;Livraison en avance de 1 jours;0.0;-1.0
SUP042072;5500040367;10;0204L72539;1038;2024-10-22;18900;2024-10-22;2024-10-14;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;1043;2024-10-29;8400;2024-10-29;2024-10-22;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;1048;2024-11-05;12600;2024-11-05;2024-10-29;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;1053;2024-11-12;14700;2024-11-12;2024-11-05;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;1058;2024-11-19;10500;2024-11-19;2024-11-12;Livraison à la date prévue;0.0;0.0
SUP042072;5500040367;10;0204L72539;1063;2024-11-26;18900;2024-11-26;2024-11-19;Livraison à la date prévue;900.0;0.0
SUP042072;5500040367;10;0204L72539;1068;2024-12-03;20100;2024-12-03;2024-11-26;Livraison à la date prévue;900.0;0.0
SUP042072;5500040367;10;0204L72539;1073;2024-12-10;11700;2024-12-10;2024-12-03;Livraison à la date prévue;900.0;0.0
SUP042072;5500040367;10;0204L72539;1078;2024-12-17;20100;2024-12-17;2024-12-10;Livraison à la date prévue;900.0;0.0
